title,price,rating,total_reviews,product_description,shoe type,merk,review1,review_rating1,review2,review_rating2,review3,review_rating3,review4,review_rating4,review5,review_rating5,review6,review_rating6,review7,review_rating7,review8,review_rating8,review9,review_rating9,review10,review_rating10
stylelure men's synthetic leather black formal shoes for men,₹499.00,3.8 out of 5 stars,3153 ratings,stylelure formal shoe is made from extremely lightweight material  it is nice affordable shoes for everyday use or wedding .this unique design and stylish shoes is to maximize your fashion at the fairest price possible.,men,stylelure men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
ethics stylish men's casual running sports shoes,₹439.00,3.7 out of 5 stars,4979 ratings,ethics introduces a globally inspired & innovative footwear line for the youth that is also cost-effective. as each pair of ethics footwear is ultra light comfortable durable ready to take on challenges and perform with gusto and energy. amazon presents an amazing range of ethics footwear for men/boys who want to look perfect for every occasion.,men,ethics stylish,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
unistar jogging walking & running (narrow toe) shoes; 032,₹360.00,3.7 out of 5 stars,145 ratings,unistar designed in such a manner so that it gives utmost comfort and is foot friendly without hurting the feet.,men,unistar jogging,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
goldstar running running shoes for men (blue),₹450.00,3.1 out of 5 stars,25 ratings,run a few extra miles wearing these sports shoes for men by goldstar. the synthetic pu (polyurethane) with mesh upper and fabric lining make these lace-ups durable light in weight and comfortable to wear. not to forget the phylon outsole that further ensures a firm grip to your feet.,men,goldstar running,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
aadi men's running shoe,₹349.00,3.5 out of 5 stars,155 ratings,elevate your style with this classy pair of running shoes from the house of aadi brand. featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade.,men,aadi men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
tyfarz men's air wonder series mesh casual sports sneakers shoes for men & boys walking running shoes/gymwear lightweight shoes for daily use white,₹374.99,3.0 out of 5 stars,108 ratings,tyfarz shoes are designed to keeping in mind durability as well as trends the most stylish range of shoes & sandals. they are exclusively designed to match the latest trends of the new generation. this pair of shoes is sure to make you look smart & classy. these will go with most of your casual outfits. this product is made of premium quality and highly material. the perfect combo of good looks & comfort.,men,tyfarz men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
flite mens's casual shoes,₹174.00,3.5 out of 5 stars,3992 ratings,"there are brands you wear and then there are brands you boast of. 'flite' is the latter. it's relaxo's most exclusive brand. it's unique ""fashionable and lite"" promise has made it the first choice of the indian men and women urban and rural. available in comfortable and light casual wear and fashionable stylish formal wear its eva and pu range is replete with design and colours. flite makes it easy for the indian youth to make a style statement. go out in a pair of flite and the world will notice you.",men,flite mens's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
t-rock men's running shoe,₹479.00,3.4 out of 5 stars,340 ratings,elevate your style with this classy pair of running shoe from the house of t-rock brand. featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade.,men,t-rock men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
bata men's walking shoe,₹390.00,4.0 out of 5 stars,711 ratings,elevate your style with this classy pair of walking shoe from the house of bata brand. featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade.,men,bata men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
unistar men's running shoes,₹253.00,3.8 out of 5 stars,1094 ratings,high quality training/running shoes specially desined for army jawans and officers. manufactured on italian rotary machine with superior quality of raw material. the shoes are designed to withstand the rigorous training and practice.,men,unistar men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
sparx men's nt0004g formal shoes,₹155.00,3.6 out of 5 stars,202 ratings,light weight rubber sole for excellent grip. sparx presents footwear range that will keep your feet at great ease while you walk run or work out in the gym. these are light in weight flexible and very comfortable to wear as well.,men,sparx men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
flite men's boat shoes,₹224.00,3.7 out of 5 stars,1508 ratings,sparx presents footwear range that will keep your feet at great ease while you walk run or work out in the gym. these are light in weight flexible and very comfortable to wear as well.,men,flite men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
